PricingDate,Product,Customer,Channel,Territory,ContractQuantity,InvoicePrice,InvoiceAmount,NetPrice,NetAmount,Discount,isDiscount,nContractQuantity,nInvoicePrice
27-JUL-12,Product_72,Customer_1190,Channel_4,Territory_14,21,108.5,2278.5,51.67,1085.07,0.523778801843318,TRUE,0.402857875985387,0.665170082035682
12-SEP-12,Product_126,Customer_1704,Channel_7,Territory_69,1,243.8,243.8,243.8,243.8,0,FALSE,-1.65493504413209,1.39197231688515
26-DEC-12,Product_58,Customer_119,Channel_7,Territory_27,2,59.5,119,59.5,119,0,FALSE,-1.18643681824211,0.125836041397931
14-NOV-12,Product_49,Customer_198,Channel_7,Territory_38,2,62.5,125,62.5,125,0,FALSE,-1.18643681824211,0.169995707633119
02-JUL-12,Product_30,Customer_832,Channel_4,Territory_53,80,86.8,6944,54.25,4340,0.375,TRUE,1.30687705252663,0.464846930348248
18-DEC-12,Product_43,Customer_639,Channel_10,Territory_3,32,86.8,2777.6,54.25,1736,0.375,TRUE,0.687556085317786,0.464846930348248
24-OCT-12,Product_43,Customer_1142,Channel_4,Territory_92,51,86.8,4426.8,51.06,2604.06,0.411751152073733,TRUE,1.00258616507489,0.464846930348248
17-JUL-12,Product_130,Customer_1883,Channel_7,Territory_35,130,107,13910,82.31,10700.3,0.230747663551402,TRUE,1.6350318178186,0.652672448152333
02-NOV-12,Product_58,Customer_449,Channel_7,Territory_19,6,59.5,357,59.5,357,0,FALSE,-0.443884698552114,0.125836041397931
15-DEC-12,Product_130,Customer_1342,Channel_8,Territory_5,30,82,2460,82,2460,0,FALSE,0.643934494546704,0.413777302459269
14-SEP-12,Product_18,Customer_591,Channel_6,Territory_99,120,253.63,30435.6,253.63,30435.6,0,FALSE,1.58093094632665,1.42745814024186
13-JUL-12,Product_126,Customer_445,Channel_7,Territory_42,2,243.8,487.6,243.8,487.6,0,FALSE,-1.18643681824211,1.39197231688515
04-DEC-12,Product_91,Customer_1351,Channel_4,Territory_67,50,30,1500,15,750,0.5,TRUE,0.989201567955523,-0.488912056125005
12-SEP-12,Product_94,Customer_660,Channel_4,Territory_23,20,70,1400,70,1400,0,FALSE,0.36988060074668,0.271734517845586
04-DEC-12,Product_110,Customer_1803,Channel_8,Territory_45,3,1125,3375,1125,3375,0,FALSE,-0.912382924442088,2.76477551050004
15-DEC-12,Product_34,Customer_36,Channel_5,Territory_50,50,25.12,1256,25.12,1256,0,FALSE,0.989201567955523,-0.648289183110965
19-SEP-12,Product_9,Customer_395,Channel_7,Territory_26,100,5.98,598,5.98,598,0,FALSE,1.4576997938455,-1.93675373645122
04-DEC-12,Product_130,Customer_596,Channel_8,Territory_45,105,82,8610,78.1,8200.5,0.0475609756097562,TRUE,1.49067706908421,0.413777302459269
04-OCT-12,Product_130,Customer_1374,Channel_4,Territory_10,6,107,642,89.17,535.02,0.166635514018692,TRUE,-0.443884698552114,0.652672448152333
22-NOV-12,Product_52,Customer_1752,Channel_7,Territory_29,5,40,200,40,200,0,FALSE,-0.56711585103327,-0.23065059574175
17-OCT-12,Product_117,Customer_1752,Channel_7,Territory_29,7,122.9,860.3,105.34,737.38,0.142880390561432,TRUE,-0.339694243704612,0.777046226370405
13-AUG-12,Product_102,Customer_349,Channel_7,Territory_97,310,10.3,3193,6.65,2061.5,0.354368932038835,TRUE,2.22241455698361,-1.4486357965698
30-OCT-12,Product_119,Customer_758,Channel_8,Territory_5,6,750,4500,375,2250,0.5,TRUE,-0.443884698552114,2.40077642615661
02-NOV-12,Product_100,Customer_474,Channel_7,Territory_31,85,64.5,5482.5,37.94,3224.9,0.411782945736434,TRUE,1.34785323848371,0.198273075372961
03-DEC-12,Product_126,Customer_416,Channel_7,Territory_69,1,243.8,243.8,243.8,243.8,0,FALSE,-1.65493504413209,1.39197231688515
13-JUL-12,Product_90,Customer_709,Channel_8,Territory_5,1,41,41,41,41,0,FALSE,-1.65493504413209,-0.208483242267417
21-DEC-12,Product_64,Customer_441,Channel_7,Territory_31,12,26.95,323.4,26.95,323.4,0,FALSE,0.0246135273378611,-0.585161592117411
05-OCT-12,Product_123,Customer_1262,Channel_4,Territory_23,10,40,400,40,400,0,FALSE,-0.0986176251432948,-0.23065059574175
27-JUL-12,Product_30,Customer_474,Channel_7,Territory_31,16,86.8,1388.8,54.25,868,0.375,TRUE,0.219057859427811,0.464846930348248
18-SEP-12,Product_98,Customer_106,Channel_7,Territory_35,4,42.25,169,42.25,169,0,FALSE,-0.717938592352138,-0.181522291038506
17-AUG-12,Product_59,Customer_716,Channel_7,Territory_32,45,12.5,562.5,8.33,374.85,0.3336,TRUE,0.917988388346729,-1.27484853350769
02-AUG-12,Product_32,Customer_291,Channel_4,Territory_25,20,108.5,2170,54.25,1085,0.5,TRUE,0.36988060074668,0.665170082035682
22-NOV-12,Product_109,Customer_603,Channel_6,Territory_60,60,329.7,19782,329.7,19782,0,FALSE,1.11243272043668,1.66293925596061
10-SEP-12,Product_94,Customer_804,Channel_11,Territory_49,20,70,1400,70,1400,0,FALSE,0.36988060074668,0.271734517845586
20-DEC-12,Product_35,Customer_159,Channel_7,Territory_33,28,18.2,509.6,13,364,0.285714285714286,TRUE,0.597302208075337,-0.937576874423973
18-OCT-12,Product_45,Customer_367,Channel_7,Territory_92,220,64,14080,29.09,6399.8,0.54546875,TRUE,1.99061817666594,0.191286797297501
25-OCT-12,Product_25,Customer_642,Channel_7,Territory_15,150,16.55,2482.5,16.55,2482.5,0,FALSE,1.73175368764552,-1.02289329616012
10-JUL-12,Product_94,Customer_1337,Channel_4,Territory_22,6,70,420,70,420,0,FALSE,-0.443884698552114,0.271734517845586
06-DEC-12,Product_25,Customer_1903,Channel_7,Territory_33,3,17.29,51.87,17.29,51.87,0,FALSE,-0.912382924442088,-0.983624516543269
19-JUL-12,Product_94,Customer_1347,Channel_8,Territory_45,50,70,3500,70,3500,0,FALSE,0.989201567955523,0.271734517845586
21-SEP-12,Product_97,Customer_1726,Channel_8,Territory_111,100,94.5,9450,94.5,9450,0,FALSE,1.4576997938455,0.541148074461759
19-SEP-12,Product_66,Customer_395,Channel_7,Territory_26,200,5.98,1196,5.98,1196,0,FALSE,1.92619801973547,-1.93675373645122
03-JUL-12,Product_58,Customer_556,Channel_7,Territory_97,1,59.5,59.5,59.5,59.5,0,FALSE,-1.65493504413209,0.125836041397931
02-AUG-12,Product_126,Customer_674,Channel_4,Territory_42,2,239,478,239,478,0,FALSE,-1.18643681824211,1.37412121268448
24-JUL-12,Product_47,Customer_1244,Channel_4,Territory_53,2,114.8,229.6,114.8,229.6,0,FALSE,-1.18643681824211,0.71583926435917
01-AUG-12,Product_70,Customer_654,Channel_7,Territory_28,3,92,276,92,276,0,FALSE,-0.912382924442088,0.517078745271708
10-JUL-12,Product_34,Customer_583,Channel_8,Territory_50,10,94.1,941,94.1,941,0,FALSE,-0.0986176251432948,0.53734008486229
13-DEC-12,Product_102,Customer_1793,Channel_4,Territory_54,12,7.92,95.04,7.92,95.04,0,FALSE,0.0246135273378611,-1.68451734701934
29-NOV-12,Product_73,Customer_1778,Channel_7,Territory_32,24,18.13,435.12,18.13,435.12,0,FALSE,0.493111753227836,-0.941036347691646
09-NOV-12,Product_52,Customer_409,Channel_7,Territory_92,7,40,280,40,280,0,FALSE,-0.339694243704612,-0.23065059574175
22-DEC-12,Product_59,Customer_215,Channel_7,Territory_32,15,12.5,187.5,8.33,124.95,0.3336,TRUE,0.17543626865673,-1.27484853350769
01-NOV-12,Product_86,Customer_855,Channel_4,Territory_14,36,36.2,1303.2,20.11,723.96,0.444475138121547,TRUE,0.76716564702786,-0.32026252514083
13-JUL-12,Product_42,Customer_547,Channel_7,Territory_19,1,82,82,82,82,0,FALSE,-1.65493504413209,0.413777302459269
05-NOV-12,Product_72,Customer_12,Channel_11,Territory_25,17,108.5,1844.5,63.82,1084.94,0.411797235023041,TRUE,0.260034045384892,0.665170082035682
09-JUL-12,Product_98,Customer_1666,Channel_11,Territory_75,50,39,1950,39,1950,0,FALSE,0.989201567955523,-0.253379207253757
02-AUG-12,Product_70,Customer_282,Channel_11,Territory_53,2,92,184,92,184,0,FALSE,-1.18643681824211,0.517078745271708
16-OCT-12,Product_135,Customer_215,Channel_7,Territory_32,3,9.3,27.9,9.3,27.9,0,FALSE,-0.912382924442088,-1.54032073307571
22-AUG-12,Product_3,Customer_490,Channel_7,Territory_38,1,404.2,404.2,404.2,404.2,0,FALSE,-1.65493504413209,1.84583123446643
01-NOV-12,Product_126,Customer_915,Channel_4,Territory_42,20,239,4780,239,4780,0,FALSE,0.36988060074668,1.37412121268448
24-JUL-12,Product_4,Customer_410,Channel_7,Territory_19,6,6.93,41.58,6.93,41.58,0,FALSE,-0.443884698552114,-1.80439277815869
03-OCT-12,Product_133,Customer_493,Channel_7,Territory_19,3,17.29,51.87,17.29,51.87,0,FALSE,-0.912382924442088,-0.983624516543269
25-JUL-12,Product_31,Customer_319,Channel_7,Territory_33,18,108.5,1953,60.28,1085.04,0.444423963133641,TRUE,0.298667421137886,0.665170082035682
12-JUL-12,Product_30,Customer_441,Channel_7,Territory_31,185,86.8,16058,46.92,8680.2,0.459447004608295,TRUE,1.87350380862045,0.464846930348248
06-JUL-12,Product_41,Customer_1726,Channel_8,Territory_110,2,985,1970,985,1970,0,FALSE,-1.18643681824211,2.64546988718814
21-SEP-12,Product_88,Customer_723,Channel_8,Territory_50,5,21.7,108.5,21.7,108.5,0,FALSE,-0.56711585103327,-0.779674159105124
27-JUL-12,Product_49,Customer_367,Channel_7,Territory_92,5,62.5,312.5,62.5,312.5,0,FALSE,-0.56711585103327,0.169995707633119
01-AUG-12,Product_120,Customer_719,Channel_4,Territory_54,63,30,1890,14.29,900.27,0.523666666666667,TRUE,1.14540999567539,-0.488912056125005
09-OCT-12,Product_94,Customer_1153,Channel_4,Territory_39,30,70,2100,70,2100,0,FALSE,0.643934494546704,0.271734517845586
04-OCT-12,Product_102,Customer_404,Channel_7,Territory_26,28,10.3,288.4,7.36,206.08,0.285436893203883,TRUE,0.597302208075337,-1.4486357965698
17-DEC-12,Product_49,Customer_1854,Channel_7,Territory_33,5,62.5,312.5,62.5,312.5,0,FALSE,-0.56711585103327,0.169995707633119
12-NOV-12,Product_98,Customer_596,Channel_8,Territory_45,25,39,975,39,975,0,FALSE,0.520703342065548,-0.253379207253757
19-JUL-12,Product_120,Customer_1001,Channel_4,Territory_82,45,30,1350,10,450,0.666666666666667,TRUE,0.917988388346729,-0.488912056125005
11-SEP-12,Product_113,Customer_758,Channel_8,Territory_5,1,1200,1200,1200,1200,0,FALSE,-1.65493504413209,2.82271381919586
21-DEC-12,Product_135,Customer_1705,Channel_7,Territory_29,50,13,650,13,650,0,FALSE,0.989201567955523,-1.23963883632387
18-JUL-12,Product_131,Customer_1347,Channel_8,Territory_45,8,2350,18800,1175,9400,0.5,TRUE,-0.249440366462164,3.42607404052339
06-NOV-12,Product_118,Customer_1029,Channel_11,Territory_27,17,140,2380,82.35,1399.95,0.411785714285714,TRUE,0.260034045384892,0.893995062572271
22-NOV-12,Product_119,Customer_596,Channel_8,Territory_45,16,375,6000,375,6000,0,FALSE,0.219057859427811,1.77851588142992
13-JUL-12,Product_19,Customer_315,Channel_6,Territory_99,160,75.5,12080,75.5,12080,0,FALSE,1.7753752784166,0.339636660255348
25-JUL-12,Product_135,Customer_854,Channel_11,Territory_67,48,13,624,13,624,0,FALSE,0.961609979117811,-1.23963883632387
06-SEP-12,Product_42,Customer_1752,Channel_7,Territory_29,1,82,82,82,82,0,FALSE,-1.65493504413209,0.413777302459269
26-JUL-12,Product_56,Customer_1726,Channel_8,Territory_110,16,2000,32000,1250,20000,0.375,TRUE,0.219057859427811,3.28129843126655
18-JUL-12,Product_132,Customer_493,Channel_7,Territory_19,2,17.29,34.58,17.29,34.58,0,FALSE,-1.18643681824211,-0.983624516543269
18-SEP-12,Product_64,Customer_723,Channel_8,Territory_50,3,22.2,66.6,22.2,66.6,0,FALSE,-0.912382924442088,-0.759223794108766
05-DEC-12,Product_106,Customer_230,Channel_8,Territory_94,50,30,1500,30,1500,0,FALSE,0.989201567955523,-0.488912056125005
17-AUG-12,Product_23,Customer_358,Channel_7,Territory_15,12,17.29,207.48,17.29,207.48,0,FALSE,0.0246135273378611,-0.983624516543269
08-NOV-12,Product_28,Customer_1866,Channel_7,Territory_29,3,6.93,20.79,6.93,20.79,0,FALSE,-0.912382924442088,-1.80439277815869
14-SEP-12,Product_98,Customer_449,Channel_7,Territory_19,10,42.25,422.5,42.25,422.5,0,FALSE,-0.0986176251432948,-0.181522291038506
02-JUL-12,Product_90,Customer_583,Channel_8,Territory_50,20,41,820,41,820,0,FALSE,0.36988060074668,-0.208483242267417
22-AUG-12,Product_70,Customer_596,Channel_8,Territory_45,10,92,920,92,920,0,FALSE,-0.0986176251432948,0.517078745271708
01-NOV-12,Product_49,Customer_1803,Channel_8,Territory_45,10,57.7,577,57.7,577,0,FALSE,-0.0986176251432948,0.0982584810656704
26-JUL-12,Product_52,Customer_1635,Channel_4,Territory_10,80,40,3200,40,3200,0,FALSE,1.30687705252663,-0.23065059574175
06-SEP-12,Product_126,Customer_156,Channel_7,Territory_93,5,243.8,1219,243.8,1219,0,FALSE,-0.56711585103327,1.39197231688515
24-JUL-12,Product_130,Customer_1674,Channel_5,Territory_12,5100,76.98,392598,45.28,230928,0.411795271499091,TRUE,4.11522100305248,0.357064327952732
11-DEC-12,Product_126,Customer_412,Channel_7,Territory_42,10,243.8,2438,243.8,2438,0,FALSE,-0.0986176251432948,1.39197231688515
17-AUG-12,Product_124,Customer_358,Channel_7,Territory_15,12,18.13,217.56,18.13,217.56,0,FALSE,0.0246135273378611,-0.941036347691646
18-DEC-12,Product_4,Customer_1871,Channel_7,Territory_1,6,6.93,41.58,6.93,41.58,0,FALSE,-0.443884698552114,-1.80439277815869
24-AUG-12,Product_30,Customer_1272,Channel_4,Territory_54,185,86.8,16058,46.92,8680.2,0.459447004608295,TRUE,1.87350380862045,0.464846930348248
22-OCT-12,Product_114,Customer_1607,Channel_7,Territory_32,16,30,480,30,480,0,FALSE,0.219057859427811,-0.488912056125005
10-NOV-12,Product_66,Customer_1629,Channel_7,Territory_38,6,6.51,39.06,6.51,39.06,0,FALSE,-0.443884698552114,-1.8605193159025
09-AUG-12,Product_104,Customer_1615,Channel_8,Territory_50,10,19.9,199,19.9,199,0,FALSE,-0.0986176251432948,-0.857411060677394
10-SEP-12,Product_45,Customer_1347,Channel_8,Territory_45,3,32,96,32,96,0,FALSE,-0.912382924442088,-0.430973747429185
09-AUG-12,Product_8,Customer_947,Channel_4,Territory_97,12,13.9,166.8,11.58,138.96,0.166906474820144,TRUE,0.0246135273378611,-1.17954510714
09-OCT-12,Product_54,Customer_47,Channel_4,Territory_23,23,12,276,10.43,239.89,0.130833333333333,TRUE,0.464345706984006,-1.31149575253913
05-SEP-12,Product_16,Customer_1726,Channel_8,Territory_111,10,41.7,417,41.7,417,0,FALSE,-0.0986176251432948,-0.193285478069881
25-JUL-12,Product_100,Customer_256,Channel_4,Territory_8,17,64.5,1096.5,37.94,644.98,0.411782945736434,TRUE,0.260034045384892,0.198273075372961
05-SEP-12,Product_32,Customer_464,Channel_7,Territory_33,56,108.5,6076,58.12,3254.72,0.464331797235023,TRUE,1.06580043396531,0.665170082035682
09-NOV-12,Product_8,Customer_1615,Channel_8,Territory_50,5,12.1,60.5,12.1,60.5,0,FALSE,-0.56711585103327,-1.30404565001418
10-AUG-12,Product_104,Customer_854,Channel_11,Territory_67,20,15,300,15,300,0,FALSE,0.36988060074668,-1.11117260085169
07-AUG-12,Product_102,Customer_1615,Channel_8,Territory_50,10,7.1,71,7.1,71,0,FALSE,-0.0986176251432948,-1.78263626441576
08-NOV-12,Product_100,Customer_1605,Channel_8,Territory_12,8,38,304,38,304,0,FALSE,-0.249440366462164,-0.276698237861046
12-JUL-12,Product_42,Customer_23,Channel_11,Territory_53,1,82,82,82,82,0,FALSE,-1.65493504413209,0.413777302459269
05-JUL-12,Product_43,Customer_1347,Channel_8,Territory_45,20,56,1120,56,1120,0,FALSE,0.36988060074668,0.0714113661581517
12-NOV-12,Product_4,Customer_1561,Channel_7,Territory_2,12,6.93,83.16,6.93,83.16,0,FALSE,0.0246135273378611,-1.80439277815869
25-JUL-12,Product_8,Customer_1,Channel_7,Territory_15,6,12.09,72.54,12.09,72.54,0,FALSE,-0.443884698552114,-1.30478788420447
03-JUL-12,Product_110,Customer_1811,Channel_7,Territory_62,1,1350,1350,1350,1350,0,FALSE,-1.65493504413209,2.92845144315604
01-AUG-12,Product_126,Customer_416,Channel_7,Territory_69,2,243.8,487.6,243.8,487.6,0,FALSE,-1.18643681824211,1.39197231688515
13-SEP-12,Product_71,Customer_1618,Channel_5,Territory_50,100,49.23,4923,49.23,4923,0,FALSE,1.4576997938455,-0.0442600787489906
01-AUG-12,Product_115,Customer_1272,Channel_4,Territory_54,24,16.5,396,8.25,198,0.5,TRUE,0.493111753227836,-1.02560958326122
27-DEC-12,Product_20,Customer_583,Channel_8,Territory_50,30,44.8,1344,44.8,1344,0,FALSE,0.643934494546704,-0.128911785529283
23-OCT-12,Product_121,Customer_1677,Channel_4,Territory_10,100,26.4,2640,13.2,1320,0.5,TRUE,1.4576997938455,-0.603672190221966
19-OCT-12,Product_35,Customer_1151,Channel_4,Territory_17,13,18.2,236.6,14,182,0.230769230769231,TRUE,0.078714398829812,-0.937576874423973
07-NOV-12,Product_52,Customer_1549,Channel_7,Territory_29,4,40,160,40,160,0,FALSE,-0.717938592352138,-0.23065059574175
19-JUL-12,Product_100,Customer_580,Channel_8,Territory_90,10,38,380,38,380,0,FALSE,-0.0986176251432948,-0.276698237861046
02-AUG-12,Product_98,Customer_380,Channel_11,Territory_23,30,39,1170,39,1170,0,FALSE,0.643934494546704,-0.253379207253757
07-AUG-12,Product_49,Customer_1710,Channel_10,Territory_75,28,62.5,1750,62.5,1750,0,FALSE,0.597302208075337,0.169995707633119
23-OCT-12,Product_54,Customer_1766,Channel_7,Territory_19,28,13,364,9.29,260.12,0.285384615384615,TRUE,0.597302208075337,-1.23963883632387
14-AUG-12,Product_82,Customer_260,Channel_11,Territory_25,4,147,588,147,588,0,FALSE,-0.717938592352138,0.937795564088918
02-AUG-12,Product_20,Customer_1759,Channel_11,Territory_92,13,75,975,28.85,375.05,0.615333333333333,TRUE,0.078714398829812,0.333671640289115
08-AUG-12,Product_35,Customer_834,Channel_4,Territory_16,26,18.2,473.2,14,364,0.230769230769231,TRUE,0.547212624719787,-0.937576874423973
09-OCT-12,Product_126,Customer_731,Channel_4,Territory_59,5,239,1195,239,1195,0,FALSE,-0.56711585103327,1.37412121268448
06-SEP-12,Product_59,Customer_1709,Channel_7,Territory_32,15,12.5,187.5,8.33,124.95,0.3336,TRUE,0.17543626865673,-1.27484853350769
01-NOV-12,Product_53,Customer_282,Channel_11,Territory_53,2,67,134,67,134,0,FALSE,-1.18643681824211,0.2324114929523
27-NOV-12,Product_72,Customer_377,Channel_7,Territory_92,17,108.5,1844.5,63.82,1084.94,0.411797235023041,TRUE,0.260034045384892,0.665170082035682
15-OCT-12,Product_73,Customer_1855,Channel_7,Territory_2,3,18.13,54.39,18.13,54.39,0,FALSE,-0.912382924442088,-0.941036347691646
07-AUG-12,Product_122,Customer_1029,Channel_11,Territory_27,17,90,1530,52.94,899.98,0.411777777777778,TRUE,0.260034045384892,0.497347572945112
01-NOV-12,Product_85,Customer_603,Channel_6,Territory_60,30,40,1200,40,1200,0,FALSE,0.643934494546704,-0.23065059574175
03-AUG-12,Product_124,Customer_313,Channel_7,Territory_26,7,18.13,126.91,15.54,108.78,0.142857142857143,TRUE,-0.339694243704612,-0.941036347691646
27-NOV-12,Product_58,Customer_1347,Channel_8,Territory_45,5,54.9,274.5,54.9,274.5,0,FALSE,-0.56711585103327,0.053601847512904
01-NOV-12,Product_123,Customer_1859,Channel_7,Territory_19,30,40,1200,40,1200,0,FALSE,0.643934494546704,-0.23065059574175
10-JUL-12,Product_41,Customer_1615,Channel_8,Territory_50,1,986,986,986,986,0,FALSE,-1.65493504413209,2.64638082811057
02-JUL-12,Product_130,Customer_1678,Channel_8,Territory_5,80,82,6560,82,6560,0,FALSE,1.30687705252663,0.413777302459269
25-JUL-12,Product_114,Customer_1463,Channel_7,Territory_15,1,41.16,41.16,41.16,41.16,0,FALSE,-1.65493504413209,-0.204986715151987
03-DEC-12,Product_64,Customer_1773,Channel_7,Territory_2,6,26.95,161.7,26.95,161.7,0,FALSE,-0.443884698552114,-0.585161592117411
27-DEC-12,Product_93,Customer_547,Channel_7,Territory_19,15,68.5,1027.5,45.67,685.05,0.333284671532847,TRUE,0.17543626865673,0.252288294641211
05-NOV-12,Product_91,Customer_168,Channel_11,Territory_27,80,30,2400,15,1200,0.5,TRUE,1.30687705252663,-0.488912056125005
19-DEC-12,Product_130,Customer_326,Channel_4,Territory_79,25,107,2675,85.6,2140,0.2,TRUE,0.520703342065548,0.652672448152333
03-SEP-12,Product_94,Customer_657,Channel_8,Territory_51,50,70,3500,70,3500,0,FALSE,0.989201567955523,0.271734517845586
13-DEC-12,Product_31,Customer_813,Channel_4,Territory_88,17,108.5,1844.5,63.82,1084.94,0.411797235023041,TRUE,0.260034045384892,0.665170082035682
03-JUL-12,Product_98,Customer_771,Channel_7,Territory_29,3,42.25,126.75,42.25,126.75,0,FALSE,-0.912382924442088,-0.181522291038506
03-SEP-12,Product_69,Customer_490,Channel_7,Territory_38,1,1638,1638,1638,1638,0,FALSE,-1.65493504413209,3.10204716958375
05-SEP-12,Product_79,Customer_603,Channel_6,Territory_60,350,84.5,29575,84.5,29575,0,FALSE,2.304442368383,0.44073825368818
26-NOV-12,Product_60,Customer_1347,Channel_8,Territory_45,5,1250,6250,1250,6250,0,FALSE,-0.56711585103327,2.8593610382273
08-NOV-12,Product_126,Customer_522,Channel_7,Territory_93,1,243.8,243.8,243.8,243.8,0,FALSE,-1.65493504413209,1.39197231688515
02-NOV-12,Product_130,Customer_310,Channel_4,Territory_14,25,107,2675,85.6,2140,0.2,TRUE,0.520703342065548,0.652672448152333
13-SEP-12,Product_108,Customer_1391,Channel_4,Territory_103,3,66.3,198.9,66.3,198.9,0,FALSE,-0.912382924442088,0.222982861025274
20-JUL-12,Product_8,Customer_542,Channel_7,Territory_15,12,12.09,145.08,12.09,145.08,0,FALSE,0.0246135273378611,-1.30478788420447
10-DEC-12,Product_94,Customer_1682,Channel_11,Territory_14,30,70,2100,70,2100,0,FALSE,0.643934494546704,0.271734517845586
26-SEP-12,Product_45,Customer_1284,Channel_4,Territory_16,30,64,1920,32,960,0.5,TRUE,0.643934494546704,0.191286797297501
12-DEC-12,Product_60,Customer_487,Channel_7,Territory_104,1,1350,1350,1350,1350,0,FALSE,-1.65493504413209,2.92845144315604
11-SEP-12,Product_70,Customer_1859,Channel_7,Territory_19,220,92,20240,83.64,18400.8,0.0908695652173913,TRUE,1.99061817666594,0.517078745271708
07-DEC-12,Product_129,Customer_1496,Channel_8,Territory_12,10,2350,23500,1175,11750,0.5,TRUE,-0.0986176251432948,3.42607404052339
29-AUG-12,Product_52,Customer_660,Channel_4,Territory_23,80,40,3200,40,3200,0,FALSE,1.30687705252663,-0.23065059574175
10-OCT-12,Product_130,Customer_414,Channel_7,Territory_28,60,107,6420,89.17,5350.2,0.166635514018692,TRUE,1.11243272043668,0.652672448152333
18-SEP-12,Product_71,Customer_1145,Channel_4,Territory_34,3,119.5,358.5,119.5,358.5,0,FALSE,-0.912382924442088,0.751860667957793
13-DEC-12,Product_62,Customer_1446,Channel_7,Territory_99,4,14,56,10.5,42,0.25,TRUE,-0.717938592352138,-1.17310972329522
08-AUG-12,Product_102,Customer_1882,Channel_8,Territory_50,20,7.1,142,7.1,142,0,FALSE,0.36988060074668,-1.78263626441576
10-DEC-12,Product_94,Customer_1205,Channel_4,Territory_17,30,70,2100,70,2100,0,FALSE,0.643934494546704,0.271734517845586
01-NOV-12,Product_84,Customer_723,Channel_8,Territory_50,10,60,600,60,600,0,FALSE,-0.0986176251432948,0.133348488601681
24-AUG-12,Product_98,Customer_307,Channel_7,Territory_38,3,42.25,126.75,42.25,126.75,0,FALSE,-0.912382924442088,-0.181522291038506
26-SEP-12,Product_32,Customer_377,Channel_7,Territory_92,16,108.5,1736,67.81,1084.96,0.375023041474654,TRUE,0.219057859427811,0.665170082035682
16-NOV-12,Product_115,Customer_1327,Channel_4,Territory_103,60,15,900,7.5,450,0.5,TRUE,1.11243272043668,-1.11117260085169
24-OCT-12,Product_54,Customer_1882,Channel_8,Territory_50,20,11,220,11,220,0,FALSE,0.36988060074668,-1.38960866760465
26-NOV-12,Product_98,Customer_88,Channel_7,Territory_38,6,42.25,253.5,42.25,253.5,0,FALSE,-0.443884698552114,-0.181522291038506
11-JUL-12,Product_108,Customer_752,Channel_4,Territory_82,3,66.3,198.9,66.3,198.9,0,FALSE,-0.912382924442088,0.222982861025274
07-SEP-12,Product_115,Customer_356,Channel_4,Territory_25,2,16.5,33,16.5,33,0,FALSE,-1.18643681824211,-1.02560958326122
24-AUG-12,Product_33,Customer_1745,Channel_5,Territory_12,80,31.5,2520,31.5,2520,0,FALSE,1.30687705252663,-0.445111554608359
28-NOV-12,Product_32,Customer_1575,Channel_7,Territory_33,18,108.5,1953,60.28,1085.04,0.444423963133641,TRUE,0.298667421137886,0.665170082035682
29-NOV-12,Product_130,Customer_76,Channel_7,Territory_38,195,107,20865,82.31,16050.45,0.230747663551402,TRUE,1.90908571161863,0.652672448152333
07-DEC-12,Product_92,Customer_1547,Channel_11,Territory_17,6,24.5,147,20.42,122.52,0.166530612244898,TRUE,-0.443884698552114,-0.670724609707885
04-OCT-12,Product_107,Customer_657,Channel_8,Territory_108,5,340,1700,340,1700,0,FALSE,-0.56711585103327,1.69055571367809
16-OCT-12,Product_26,Customer_642,Channel_7,Territory_15,200,14.56,2912,14.56,2912,0,FALSE,1.92619801973547,-1.13790002611141
24-OCT-12,Product_135,Customer_507,Channel_7,Territory_19,6,13,78,13,78,0,FALSE,-0.443884698552114,-1.23963883632387
12-SEP-12,Product_122,Customer_248,Channel_4,Territory_54,50,90,4500,45,2250,0.5,TRUE,0.989201567955523,0.497347572945112
22-OCT-12,Product_123,Customer_1570,Channel_7,Territory_38,10,40,400,40,400,0,FALSE,-0.0986176251432948,-0.23065059574175
04-SEP-12,Product_100,Customer_1020,Channel_4,Territory_27,17,64.5,1096.5,37.94,644.98,0.411782945736434,TRUE,0.260034045384892,0.198273075372961
16-AUG-12,Product_42,Customer_1120,Channel_4,Territory_63,10,82,820,82,820,0,FALSE,-0.0986176251432948,0.413777302459269
05-JUL-12,Product_34,Customer_452,Channel_7,Territory_31,1,94.1,94.1,94.1,94.1,0,FALSE,-1.65493504413209,0.53734008486229
13-JUL-12,Product_73,Customer_505,Channel_7,Territory_31,6,16.7,100.2,16.7,100.2,0,FALSE,-0.443884698552114,-1.01479340179443
29-OCT-12,Product_111,Customer_1623,Channel_8,Territory_111,5,33,165,33,165,0,FALSE,-0.56711585103327,-0.403349038534532
18-DEC-12,Product_36,Customer_596,Channel_8,Territory_45,1,50,50,50,50,0,FALSE,-1.65493504413209,-0.0303274440543159
22-AUG-12,Product_49,Customer_736,Channel_8,Territory_45,4,57.7,230.8,57.7,230.8,0,FALSE,-0.717938592352138,0.0982584810656704
10-NOV-12,Product_130,Customer_1216,Channel_4,Territory_39,25,107,2675,85.6,2140,0.2,TRUE,0.520703342065548,0.652672448152333
05-DEC-12,Product_124,Customer_166,Channel_7,Territory_15,6,18.13,108.78,18.13,108.78,0,FALSE,-0.443884698552114,-0.941036347691646
