PricingDate,Product,Customer,Channel,Territory,ContractQuantity,InvoicePrice,InvoiceAmount,NetPrice,NetAmount
11-OCT-12,Product_130,Customer_1678,Channel_8,Territory_5,80,82,6560,82,6560
14-AUG-12,Product_58,Customer_1678,Channel_8,Territory_5,6,54.9,329.4,54.9,329.4
10-AUG-12,Product_36,Customer_736,Channel_8,Territory_45,3,50,150,50,150
04-JUL-12,Product_97,Customer_1347,Channel_8,Territory_45,200,94.5,18900,94.5,18900
11-DEC-12,Product_135,Customer_755,Channel_7,Territory_32,20,9.3,186,9.3,186
11-SEP-12,Product_16,Customer_367,Channel_7,Territory_92,14,52.9,740.6,37.79,529.06
07-SEP-12,Product_32,Customer_367,Channel_7,Territory_92,185,108.5,20072.5,58.65,10850.25
04-DEC-12,Product_102,Customer_1107,Channel_4,Territory_88,380,10.3,3914,6.78,2576.4
17-OCT-12,Product_101,Customer_367,Channel_7,Territory_92,85,92.9,7896.5,54.65,4645.25
12-JUL-12,Product_98,Customer_633,Channel_7,Territory_35,1,42.25,42.25,42.25,42.25
21-NOV-12,Product_126,Customer_915,Channel_4,Territory_42,10,239,2390,239,2390
04-SEP-12,Product_59,Customer_1423,Channel_7,Territory_29,29,12.5,362.5,8.62,249.98
10-JUL-12,Product_126,Customer_1404,Channel_7,Territory_61,2,243.8,487.6,243.8,487.6
25-SEP-12,Product_32,Customer_554,Channel_8,Territory_94,2,64.4,128.8,64.4,128.8
28-AUG-12,Product_122,Customer_624,Channel_4,Territory_52,18,90,1620,50,900
06-NOV-12,Product_91,Customer_128,Channel_4,Territory_103,100,30,3000,15,1500
08-OCT-12,Product_124,Customer_1555,Channel_7,Territory_1,6,18.13,108.78,18.13,108.78
26-SEP-12,Product_32,Customer_309,Channel_7,Territory_28,34,108.5,3689,63.82,2169.88
10-JUL-12,Product_102,Customer_1491,Channel_7,Territory_26,13,10.3,133.9,7.92,102.96
18-SEP-12,Product_123,Customer_716,Channel_7,Territory_32,3,35.29,105.87,35.29,105.87
19-SEP-12,Product_130,Customer_567,Channel_11,Territory_92,21,82,1722,78.1,1640.1
06-SEP-12,Product_59,Customer_716,Channel_7,Territory_32,30,12.5,375,8.33,249.9
12-SEP-12,Product_52,Customer_793,Channel_7,Territory_29,1,40,40,40,40
06-SEP-12,Product_71,Customer_532,Channel_10,Territory_30,180,75,13500,75,13500
16-AUG-12,Product_124,Customer_1480,Channel_7,Territory_15,12,18.13,217.56,18.13,217.56
16-AUG-12,Product_106,Customer_51,Channel_11,Territory_92,15,50,750,33.33,499.95
21-DEC-12,Product_43,Customer_50,Channel_4,Territory_91,6,86.8,520.8,72.33,433.98
09-JUL-12,Product_94,Customer_978,Channel_4,Territory_53,30,70,2100,70,2100
09-NOV-12,Product_90,Customer_230,Channel_8,Territory_94,20,41,820,41,820
12-NOV-12,Product_32,Customer_813,Channel_4,Territory_88,51,108.5,5533.5,63.82,3254.82
07-SEP-12,Product_7,Customer_955,Channel_4,Territory_88,15,25,375,16.67,250.05
07-AUG-12,Product_70,Customer_1259,Channel_4,Territory_34,1,92,92,92,92
23-JUL-12,Product_130,Customer_168,Channel_11,Territory_27,21,82,1722,78.1,1640.1
04-SEP-12,Product_124,Customer_1724,Channel_7,Territory_2,6,18.13,108.78,18.13,108.78
26-DEC-12,Product_57,Customer_541,Channel_7,Territory_15,6,9.86,59.16,9.86,59.16
02-OCT-12,Product_62,Customer_642,Channel_7,Territory_15,120,10,1200,10,1200
05-JUL-12,Product_90,Customer_1806,Channel_7,Territory_35,5,53.34,266.7,53.34,266.7
14-SEP-12,Product_4,Customer_365,Channel_7,Territory_2,24,6.93,166.32,6.93,166.32
21-DEC-12,Product_64,Customer_1705,Channel_7,Territory_29,6,26.95,161.7,26.95,161.7
03-DEC-12,Product_8,Customer_261,Channel_4,Territory_25,29,13.9,403.1,9.59,278.11
13-NOV-12,Product_117,Customer_1459,Channel_7,Territory_1,70,122.9,8603,105.34,7373.8
19-DEC-12,Product_102,Customer_1463,Channel_7,Territory_15,6,10.3,61.8,10.3,61.8
20-SEP-12,Product_115,Customer_1063,Channel_4,Territory_103,24,15,360,7.5,180
02-AUG-12,Product_98,Customer_567,Channel_11,Territory_92,13,39,507,39,507
16-OCT-12,Product_110,Customer_1779,Channel_8,Territory_94,3,1125,3375,1125,3375
30-JUL-12,Product_16,Customer_1860,Channel_7,Territory_25,6,52.9,317.4,44.08,264.48
12-JUL-12,Product_130,Customer_1443,Channel_4,Territory_91,12,107,1284,89.17,1070.04
05-NOV-12,Product_128,Customer_580,Channel_8,Territory_90,12,750,9000,375,4500
26-SEP-12,Product_100,Customer_1782,Channel_4,Territory_25,8,64.5,516,40.31,322.48
03-NOV-12,Product_49,Customer_771,Channel_7,Territory_29,1,62.5,62.5,62.5,62.5
12-JUL-12,Product_49,Customer_319,Channel_7,Territory_33,3,62.5,187.5,62.5,187.5
04-DEC-12,Product_100,Customer_538,Channel_7,Territory_15,1,49.62,49.62,49.62,49.62
23-AUG-12,Product_62,Customer_642,Channel_7,Territory_15,306,10,3060,10,3060
10-DEC-12,Product_59,Customer_1829,Channel_8,Territory_50,20,8.6,172,8.6,172
08-AUG-12,Product_53,Customer_230,Channel_8,Territory_94,10,67,670,67,670
10-SEP-12,Product_50,Customer_230,Channel_8,Territory_94,10,62.6,626,62.6,626
30-OCT-12,Product_98,Customer_1435,Channel_7,Territory_31,5,42.25,211.25,42.25,211.25
03-DEC-12,Product_32,Customer_1245,Channel_4,Territory_97,60,108.5,6510,90.42,5425.2
20-DEC-12,Product_30,Customer_939,Channel_4,Territory_27,10,86.8,868,86.8,868
17-OCT-12,Product_35,Customer_1490,Channel_7,Territory_15,4,13.48,53.92,13.48,53.92
16-JUL-12,Product_84,Customer_610,Channel_8,Territory_90,10,60,600,60,600
26-DEC-12,Product_126,Customer_1498,Channel_7,Territory_41,1,243.8,243.8,243.8,243.8
20-DEC-12,Product_123,Customer_652,Channel_7,Territory_32,2,35.29,70.58,35.29,70.58
16-OCT-12,Product_123,Customer_550,Channel_7,Territory_32,2,35.29,70.58,35.29,70.58
27-SEP-12,Product_59,Customer_649,Channel_7,Territory_32,15,12.5,187.5,8.33,124.95
03-SEP-12,Product_69,Customer_1534,Channel_7,Territory_35,1,1638,1638,1638,1638
08-NOV-12,Product_123,Customer_649,Channel_7,Territory_32,3,35.29,105.87,35.29,105.87
28-AUG-12,Product_7,Customer_957,Channel_4,Territory_27,9,25,225,13.89,125.01
03-DEC-12,Product_41,Customer_77,Channel_7,Territory_9,1,986,986,986,986
18-SEP-12,Product_123,Customer_1470,Channel_7,Territory_32,2,35.29,70.58,35.29,70.58
21-DEC-12,Product_62,Customer_454,Channel_7,Territory_31,8,14,112,10.5,84
08-OCT-12,Product_126,Customer_388,Channel_7,Territory_58,1,243.8,243.8,243.8,243.8
21-DEC-12,Product_20,Customer_1813,Channel_8,Territory_90,20,58,1160,29,580
01-AUG-12,Product_17,Customer_156,Channel_7,Territory_25,1,323.4,323.4,323.4,323.4
20-DEC-12,Product_54,Customer_116,Channel_11,Territory_92,14,13,182,9.29,130.06
07-DEC-12,Product_97,Customer_1813,Channel_8,Territory_90,10,94.5,945,94.5,945
01-OCT-12,Product_98,Customer_1897,Channel_7,Territory_29,2,42.25,84.5,42.25,84.5
25-JUL-12,Product_98,Customer_793,Channel_7,Territory_29,4,42.25,169,42.25,169
22-OCT-12,Product_84,Customer_580,Channel_8,Territory_90,10,60,600,60,600
01-OCT-12,Product_104,Customer_1817,Channel_7,Territory_28,10,15,150,15,150
03-SEP-12,Product_8,Customer_309,Channel_7,Territory_28,12,13.9,166.8,11.58,138.96
10-AUG-12,Product_35,Customer_319,Channel_7,Territory_33,26,18.2,473.2,14,364
09-OCT-12,Product_135,Customer_1191,Channel_4,Territory_25,50,13,650,13,650
04-DEC-12,Product_49,Customer_554,Channel_8,Territory_94,1,57.7,57.7,57.7,57.7
11-SEP-12,Product_126,Customer_1006,Channel_4,Territory_69,5,239,1195,239,1195
19-JUL-12,Product_133,Customer_669,Channel_8,Territory_15,24,17.29,414.96,17.29,414.96
06-SEP-12,Product_126,Customer_331,Channel_10,Territory_58,5,239,1195,239,1195
25-SEP-12,Product_90,Customer_319,Channel_7,Territory_33,3,53.34,160.02,53.34,160.02
17-AUG-12,Product_74,Customer_316,Channel_7,Territory_15,12,17.29,207.48,17.29,207.48
24-OCT-12,Product_54,Customer_1813,Channel_8,Territory_90,5,11,55,11,55
19-JUL-12,Product_42,Customer_1490,Channel_7,Territory_15,1,76.6,76.6,76.6,76.6
02-OCT-12,Product_135,Customer_802,Channel_4,Territory_79,20,13,260,13,260
22-AUG-12,Product_135,Customer_165,Channel_7,Territory_29,12,13,156,13,156
28-DEC-12,Product_130,Customer_131,Channel_7,Territory_15,70,107,7490,76.43,5350.1
16-OCT-12,Product_59,Customer_1506,Channel_7,Territory_32,15,12.5,187.5,8.33,124.95
11-DEC-12,Product_123,Customer_1506,Channel_7,Territory_32,1,35.29,35.29,35.29,35.29
06-DEC-12,Product_49,Customer_1834,Channel_7,Territory_35,2,62.5,125,62.5,125
27-DEC-12,Product_126,Customer_1834,Channel_7,Territory_41,3,243.8,731.4,243.8,731.4
22-AUG-12,Product_126,Customer_1565,Channel_8,Territory_94,2,239,478,239,478
14-NOV-12,Product_100,Customer_483,Channel_7,Territory_31,170,64.5,10965,37.94,6449.8
03-JUL-12,Product_49,Customer_37,Channel_7,Territory_92,1,62.5,62.5,62.5,62.5
04-DEC-12,Product_130,Customer_483,Channel_7,Territory_31,70,107,7490,76.43,5350.1
13-DEC-12,Product_126,Customer_1534,Channel_7,Territory_41,3,243.8,731.4,243.8,731.4
01-OCT-12,Product_69,Customer_1534,Channel_7,Territory_35,1,1638,1638,1638,1638
08-OCT-12,Product_136,Customer_181,Channel_7,Territory_31,3,6.51,19.53,6.51,19.53
26-JUL-12,Product_94,Customer_855,Channel_4,Territory_14,100,70,7000,70,7000
04-OCT-12,Product_126,Customer_416,Channel_7,Territory_69,2,243.8,487.6,243.8,487.6
26-NOV-12,Product_80,Customer_1720,Channel_7,Territory_28,2,146.9,293.8,146.9,293.8
02-OCT-12,Product_135,Customer_483,Channel_7,Territory_31,40,13,520,13,520
27-SEP-12,Product_80,Customer_1720,Channel_7,Territory_28,2,146.9,293.8,146.9,293.8
06-NOV-12,Product_59,Customer_1036,Channel_4,Territory_103,150,12.5,1875,8.33,1249.5
24-DEC-12,Product_126,Customer_565,Channel_7,Territory_59,5,243.8,1219,243.8,1219
12-JUL-12,Product_92,Customer_441,Channel_7,Territory_31,26,24.5,637,18.85,490.1
27-NOV-12,Product_86,Customer_1459,Channel_7,Territory_92,1,39,39,39,39
29-NOV-12,Product_119,Customer_580,Channel_8,Territory_90,16,750,12000,375,6000
04-DEC-12,Product_71,Customer_554,Channel_8,Territory_94,5,75,375,75,375
28-NOV-12,Product_98,Customer_51,Channel_11,Territory_92,7,39,273,39,273
04-OCT-12,Product_47,Customer_1848,Channel_7,Territory_19,1,114.8,114.8,114.8,114.8
19-SEP-12,Product_114,Customer_316,Channel_7,Territory_15,1,41.16,41.16,41.16,41.16
09-AUG-12,Product_27,Customer_580,Channel_8,Territory_90,50,51.7,2585,51.7,2585
20-DEC-12,Product_123,Customer_716,Channel_7,Territory_32,1,35.29,35.29,35.29,35.29
30-JUL-12,Product_106,Customer_94,Channel_4,Territory_10,10,33,330,33,330
22-NOV-12,Product_49,Customer_1491,Channel_7,Territory_26,6,62.5,375,62.5,375
16-OCT-12,Product_114,Customer_316,Channel_7,Territory_15,1,41.16,41.16,41.16,41.16
14-NOV-12,Product_31,Customer_554,Channel_8,Territory_94,2,64.4,128.8,64.4,128.8
19-OCT-12,Product_35,Customer_751,Channel_7,Territory_28,28,18.2,509.6,13,364
27-SEP-12,Product_32,Customer_832,Channel_4,Territory_53,17,108.5,1844.5,63.82,1084.94
24-JUL-12,Product_106,Customer_1764,Channel_4,Territory_25,20,50,1000,25,500
13-AUG-12,Product_50,Customer_1723,Channel_11,Territory_92,10,62.6,626,62.6,626
07-AUG-12,Product_47,Customer_1543,Channel_7,Territory_35,3,114.8,344.4,114.8,344.4
02-OCT-12,Product_106,Customer_277,Channel_11,Territory_25,100,50,5000,25,2500
11-DEC-12,Product_57,Customer_86,Channel_7,Territory_15,3,9.86,29.58,9.86,29.58
19-JUL-12,Product_98,Customer_333,Channel_7,Territory_38,8,42.25,338,42.25,338
09-JUL-12,Product_108,Customer_1353,Channel_11,Territory_53,5,66.3,331.5,66.3,331.5
22-NOV-12,Product_47,Customer_1608,Channel_7,Territory_38,1,114.8,114.8,114.8,114.8
03-AUG-12,Product_81,Customer_596,Channel_8,Territory_45,1,25650,25650,25650,25650
05-JUL-12,Product_106,Customer_723,Channel_8,Territory_50,10,33,330,33,330
24-DEC-12,Product_6,Customer_442,Channel_7,Territory_33,15,78,1170,52,780
05-NOV-12,Product_10,Customer_596,Channel_8,Territory_45,25,51,1275,51,1275
21-DEC-12,Product_131,Customer_596,Channel_8,Territory_45,5,1175,5875,1175,5875
02-AUG-12,Product_94,Customer_1615,Channel_8,Territory_50,15,70,1050,70,1050
03-DEC-12,Product_131,Customer_596,Channel_8,Territory_45,12,1175,14100,1175,14100
09-JUL-12,Product_123,Customer_1167,Channel_4,Territory_11,5,65,325,65,325
21-DEC-12,Product_35,Customer_596,Channel_8,Territory_45,10,13.5,135,13.5,135
05-DEC-12,Product_98,Customer_1694,Channel_4,Territory_22,5,42.25,211.25,42.25,211.25
23-AUG-12,Product_84,Customer_583,Channel_8,Territory_50,30,60,1800,60,1800
26-SEP-12,Product_126,Customer_596,Channel_8,Territory_45,40,239,9560,239,9560
10-OCT-12,Product_16,Customer_723,Channel_8,Territory_50,10,41.7,417,41.7,417
18-OCT-12,Product_70,Customer_387,Channel_7,Territory_38,11,92,1012,83.64,920.04
12-SEP-12,Product_49,Customer_248,Channel_4,Territory_54,3,62.5,187.5,62.5,187.5
21-NOV-12,Product_131,Customer_1615,Channel_8,Territory_50,2,2350,4700,2350,4700
18-JUL-12,Product_104,Customer_1001,Channel_4,Territory_82,15,15,225,15,225
27-AUG-12,Product_17,Customer_596,Channel_8,Territory_45,2,294,588,294,588
21-SEP-12,Product_63,Customer_1726,Channel_8,Territory_107,6,46.43,278.58,46.43,278.58
29-OCT-12,Product_52,Customer_1726,Channel_8,Territory_111,15,50,750,50,750
23-JUL-12,Product_130,Customer_1355,Channel_7,Territory_28,3,107,321,107,321
17-JUL-12,Product_19,Customer_1468,Channel_8,Territory_12,3,87,261,87,261
01-OCT-12,Product_2,Customer_1726,Channel_8,Territory_107,30,27.1,813,27.1,813
07-AUG-12,Product_58,Customer_1623,Channel_8,Territory_111,15,54.9,823.5,54.9,823.5
11-OCT-12,Product_2,Customer_951,Channel_4,Territory_10,6,35.2,211.2,29.33,175.98
26-NOV-12,Product_70,Customer_1456,Channel_7,Territory_29,3,92,276,92,276
02-JUL-12,Product_126,Customer_1289,Channel_4,Territory_93,1,239,239,239,239
18-OCT-12,Product_126,Customer_1336,Channel_7,Territory_61,1,243.8,243.8,243.8,243.8
10-SEP-12,Product_39,Customer_522,Channel_7,Territory_25,13,78.5,1020.5,60.38,784.94
25-JUL-12,Product_126,Customer_1289,Channel_4,Territory_93,1,239,239,239,239
05-SEP-12,Product_121,Customer_344,Channel_9,Territory_25,30,24,720,16,480
15-DEC-12,Product_74,Customer_642,Channel_7,Territory_15,204,16.55,3376.2,16.55,3376.2
09-NOV-12,Product_92,Customer_389,Channel_7,Territory_38,26,24.5,637,18.85,490.1
08-OCT-12,Product_31,Customer_710,Channel_7,Territory_26,19,108.5,2061.5,57.11,1085.09
27-JUL-12,Product_135,Customer_1844,Channel_7,Territory_15,13,13,169,12,156
13-AUG-12,Product_32,Customer_275,Channel_4,Territory_88,17,108.5,1844.5,63.82,1084.94
29-AUG-12,Product_103,Customer_596,Channel_8,Territory_45,1,750,750,750,750
28-NOV-12,Product_70,Customer_723,Channel_8,Territory_50,5,92,460,92,460
22-AUG-12,Product_100,Customer_723,Channel_8,Territory_50,3,38,114,38,114
02-NOV-12,Product_126,Customer_831,Channel_4,Territory_65,2,239,478,239,478
26-JUL-12,Product_57,Customer_723,Channel_8,Territory_50,10,9.9,99,9.9,99
19-NOV-12,Product_42,Customer_583,Channel_8,Territory_50,20,82,1640,82,1640
02-NOV-12,Product_98,Customer_596,Channel_8,Territory_45,20,39,780,39,780
27-SEP-12,Product_70,Customer_723,Channel_8,Territory_50,10,92,920,92,920
04-SEP-12,Product_42,Customer_127,Channel_7,Territory_38,1,82,82,82,82
09-AUG-12,Product_90,Customer_1663,Channel_7,Territory_28,2,53.34,106.68,53.34,106.68
10-AUG-12,Product_34,Customer_596,Channel_8,Territory_45,3,65,195,65,195
02-NOV-12,Product_17,Customer_478,Channel_7,Territory_38,2,323.4,646.8,323.4,646.8
19-OCT-12,Product_61,Customer_596,Channel_8,Territory_45,20,60,1200,60,1200
02-OCT-12,Product_51,Customer_723,Channel_8,Territory_50,10,36.4,364,36.4,364
16-AUG-12,Product_58,Customer_449,Channel_7,Territory_19,6,59.5,357,59.5,357
06-SEP-12,Product_94,Customer_596,Channel_8,Territory_45,30,70,2100,70,2100
03-AUG-12,Product_90,Customer_1837,Channel_7,Territory_38,2,53.34,106.68,53.34,106.68
22-NOV-12,Product_42,Customer_726,Channel_4,Territory_82,6,82,492,82,492
05-NOV-12,Product_3,Customer_1471,Channel_7,Territory_32,1,404.2,404.2,404.2,404.2
18-SEP-12,Product_79,Customer_1623,Channel_8,Territory_111,90,91,8190,91,8190
03-NOV-12,Product_102,Customer_1726,Channel_8,Territory_111,500,7.1,3550,7.1,3550
03-NOV-12,Product_16,Customer_1726,Channel_8,Territory_111,50,41.7,2085,41.7,2085
07-SEP-12,Product_7,Customer_1190,Channel_4,Territory_14,20,12.5,250,12.5,250
16-OCT-12,Product_47,Customer_546,Channel_7,Territory_19,1,114.8,114.8,114.8,114.8
22-OCT-12,Product_26,Customer_1682,Channel_11,Territory_113,14,18.5,259,15.86,222.04
02-NOV-12,Product_123,Customer_206,Channel_7,Territory_33,1,65,65,65,65
04-JUL-12,Product_123,Customer_1671,Channel_8,Territory_12,6,50,300,50,300
12-OCT-12,Product_8,Customer_1726,Channel_8,Territory_111,170,12.1,2057,12.1,2057
04-DEC-12,Product_112,Customer_1429,Channel_4,Territory_11,6,90,540,75,450
02-AUG-12,Product_19,Customer_1726,Channel_8,Territory_111,20,87,1740,87,1740
02-OCT-12,Product_58,Customer_398,Channel_7,Territory_29,1,59.5,59.5,59.5,59.5
09-JUL-12,Product_68,Customer_1726,Channel_8,Territory_111,2,30,60,30,60
21-SEP-12,Product_41,Customer_1726,Channel_8,Territory_110,2,985,1970,985,1970
29-OCT-12,Product_19,Customer_1726,Channel_8,Territory_111,70,87,6090,87,6090
23-AUG-12,Product_130,Customer_494,Channel_10,Territory_57,20,82,1640,82,1640
03-OCT-12,Product_110,Customer_1726,Channel_8,Territory_109,10,1100,11000,1100,11000
12-OCT-12,Product_16,Customer_1726,Channel_8,Territory_111,20,41.7,834,41.7,834
13-SEP-12,Product_92,Customer_1671,Channel_8,Territory_12,5,19.6,98,19.6,98
16-AUG-12,Product_126,Customer_1726,Channel_8,Territory_111,60,239,14340,239,14340
07-NOV-12,Product_126,Customer_1623,Channel_8,Territory_111,20,239,4780,239,4780
01-OCT-12,Product_43,Customer_1726,Channel_8,Territory_111,30,56,1680,56,1680
27-SEP-12,Product_12,Customer_1826,Channel_3,Territory_65,2,155,310,155,310
10-OCT-12,Product_114,Customer_1778,Channel_7,Territory_32,18,39.12,704.16,39.12,704.16
03-JUL-12,Product_130,Customer_328,Channel_7,Territory_92,65,107,6955,82.31,5350.15
13-NOV-12,Product_62,Customer_522,Channel_7,Territory_1,13,14,182,10.77,140.01
30-OCT-12,Product_26,Customer_1778,Channel_7,Territory_32,78,17.05,1329.9,17.05,1329.9
14-AUG-12,Product_124,Customer_1778,Channel_7,Territory_32,120,18.13,2175.6,18.13,2175.6
02-AUG-12,Product_20,Customer_832,Channel_4,Territory_53,75,75,5625,30,2250
17-OCT-12,Product_47,Customer_373,Channel_7,Territory_19,3,114.8,344.4,114.8,344.4
09-JUL-12,Product_8,Customer_1859,Channel_7,Territory_19,78,13.9,1084.2,10.69,833.82
26-SEP-12,Product_32,Customer_1095,Channel_4,Territory_53,34,108.5,3689,63.82,2169.88
23-OCT-12,Product_26,Customer_1778,Channel_7,Territory_32,12,17.05,204.6,17.05,204.6
06-NOV-12,Product_82,Customer_1723,Channel_11,Territory_92,10,98,980,98,980
12-NOV-12,Product_32,Customer_328,Channel_7,Territory_92,10,108.5,1085,108.5,1085
23-OCT-12,Product_75,Customer_281,Channel_11,Territory_54,6,39,234,32.5,195
16-AUG-12,Product_20,Customer_889,Channel_4,Territory_34,25,75,1875,30,750
17-AUG-12,Product_37,Customer_62,Channel_7,Territory_15,1,104.5,104.5,104.5,104.5
05-NOV-12,Product_32,Customer_230,Channel_8,Territory_94,20,64.4,1288,64.4,1288
02-OCT-12,Product_73,Customer_642,Channel_7,Territory_15,240,15.85,3804,15.85,3804
14-AUG-12,Product_30,Customer_1761,Channel_4,Territory_97,6,86.8,520.8,72.33,433.98
09-AUG-12,Product_126,Customer_1077,Channel_4,Territory_87,1,239,239,239,239
06-JUL-12,Product_98,Customer_1435,Channel_7,Territory_31,5,42.25,211.25,42.25,211.25
13-JUL-12,Product_19,Customer_315,Channel_6,Territory_99,160,75.5,12080,75.5,12080
02-OCT-12,Product_106,Customer_888,Channel_4,Territory_10,24,50,1200,25,600
18-DEC-12,Product_26,Customer_642,Channel_7,Territory_15,100,16.55,1655,16.55,1655
17-OCT-12,Product_72,Customer_62,Channel_7,Territory_15,2,108.5,217,108.5,217
13-DEC-12,Product_83,Customer_661,Channel_7,Territory_15,3,14.87,44.61,14.87,44.61
04-DEC-12,Product_32,Customer_1683,Channel_11,Territory_78,17,108.5,1844.5,63.82,1084.94
13-DEC-12,Product_72,Customer_62,Channel_7,Territory_15,2,108.5,217,108.5,217
05-DEC-12,Product_102,Customer_92,Channel_7,Territory_15,3,7.1,21.3,7.1,21.3
05-NOV-12,Product_98,Customer_665,Channel_7,Territory_31,10,42.25,422.5,42.25,422.5
06-NOV-12,Product_122,Customer_985,Channel_4,Territory_78,20,90,1800,45,900
17-AUG-12,Product_37,Customer_1829,Channel_8,Territory_50,4,87,348,87,348
03-JUL-12,Product_25,Customer_642,Channel_7,Territory_15,150,16.55,2482.5,16.55,2482.5
10-DEC-12,Product_94,Customer_1077,Channel_4,Territory_88,10,70,700,70,700
30-OCT-12,Product_125,Customer_1104,Channel_11,Territory_53,15,335,5025,223.33,3349.95
19-JUL-12,Product_124,Customer_443,Channel_7,Territory_38,3,16.67,50.01,16.67,50.01
12-DEC-12,Product_63,Customer_1347,Channel_8,Territory_45,4,46.43,185.72,46.43,185.72
16-AUG-12,Product_126,Customer_229,Channel_4,Territory_61,5,239,1195,239,1195
03-DEC-12,Product_104,Customer_660,Channel_4,Territory_23,50,15,750,15,750
11-DEC-12,Product_135,Customer_468,Channel_7,Territory_28,10,13,130,13,130
16-JUL-12,Product_52,Customer_894,Channel_4,Territory_67,30,40,1200,40,1200
25-JUL-12,Product_37,Customer_1623,Channel_8,Territory_108,3,87,261,87,261
14-NOV-12,Product_95,Customer_1127,Channel_4,Territory_103,25,40,1000,16,400
04-SEP-12,Product_135,Customer_398,Channel_7,Territory_29,20,13,260,13,260
17-DEC-12,Product_43,Customer_1623,Channel_8,Territory_111,10,56,560,56,560
26-DEC-12,Product_3,Customer_1508,Channel_7,Territory_31,2,404.2,808.4,404.2,808.4
07-DEC-12,Product_17,Customer_1726,Channel_8,Territory_111,7,294,2058,294,2058
15-DEC-12,Product_34,Customer_36,Channel_5,Territory_50,50,25.12,1256,25.12,1256
18-SEP-12,Product_47,Customer_415,Channel_7,Territory_31,5,114.8,574,114.8,574
18-SEP-12,Product_58,Customer_1623,Channel_8,Territory_111,11,54.9,603.9,54.9,603.9
03-JUL-12,Product_36,Customer_1726,Channel_8,Territory_111,30,50,1500,50,1500
01-OCT-12,Product_32,Customer_211,Channel_7,Territory_28,80,108.5,8680,67.81,5424.8
22-NOV-12,Product_59,Customer_1205,Channel_4,Territory_17,620,12.5,7750,8.06,4997.2
05-DEC-12,Product_35,Customer_318,Channel_7,Territory_92,70,18.2,1274,13,910
20-JUL-12,Product_42,Customer_685,Channel_4,Territory_25,2,82,164,82,164
24-JUL-12,Product_133,Customer_1778,Channel_7,Territory_32,80,17.05,1364,17.05,1364
05-SEP-12,Product_28,Customer_1778,Channel_7,Territory_32,48,6.93,332.64,6.93,332.64
24-AUG-12,Product_43,Customer_1723,Channel_11,Territory_92,15,86.8,1302,57.87,868.05
30-JUL-12,Product_73,Customer_1778,Channel_7,Territory_32,24,18.13,435.12,18.13,435.12
02-JUL-12,Product_47,Customer_373,Channel_7,Territory_19,1,114.8,114.8,114.8,114.8
30-JUL-12,Product_4,Customer_1778,Channel_7,Territory_32,48,6.93,332.64,6.93,332.64
10-DEC-12,Product_4,Customer_1778,Channel_7,Territory_32,96,6.93,665.28,6.93,665.28
12-NOV-12,Product_116,Customer_1778,Channel_7,Territory_32,189,6.5,1228.5,6.5,1228.5
23-OCT-12,Product_4,Customer_1778,Channel_7,Territory_32,144,6.93,997.92,6.93,997.92
11-SEP-12,Product_4,Customer_1778,Channel_7,Territory_32,288,6.93,1995.84,6.93,1995.84
12-SEP-12,Product_35,Customer_234,Channel_7,Territory_15,3,13.48,40.44,13.48,40.44
12-DEC-12,Product_32,Customer_1207,Channel_4,Territory_88,17,108.5,1844.5,63.82,1084.94
05-DEC-12,Product_80,Customer_1126,Channel_4,Territory_88,4,146.9,587.6,146.9,587.6
14-SEP-12,Product_90,Customer_1829,Channel_8,Territory_50,1,41,41,41,41
18-SEP-12,Product_19,Customer_315,Channel_6,Territory_99,50,75.5,3775,75.5,3775
01-NOV-12,Product_106,Customer_1035,Channel_4,Territory_88,30,50,1500,33.33,999.9
27-DEC-12,Product_136,Customer_642,Channel_7,Territory_15,200,6.23,1246,6.23,1246
02-OCT-12,Product_49,Customer_1829,Channel_8,Territory_50,2,57.7,115.4,57.7,115.4
20-DEC-12,Product_130,Customer_1739,Channel_7,Territory_35,70,107,7490,76.43,5350.1
13-SEP-12,Product_8,Customer_1318,Channel_8,Territory_50,10,12.1,121,12.1,121
06-SEP-12,Product_100,Customer_1318,Channel_8,Territory_50,5,38,190,38,190
13-JUL-12,Product_130,Customer_736,Channel_8,Territory_45,42,82,3444,78.1,3280.2
25-JUL-12,Product_90,Customer_1605,Channel_8,Territory_12,5,41,205,41,205
11-DEC-12,Product_130,Customer_736,Channel_8,Territory_45,63,82,5166,78.1,4920.3
21-DEC-12,Product_100,Customer_1015,Channel_4,Territory_63,17,64.5,1096.5,37.94,644.98
25-OCT-12,Product_27,Customer_736,Channel_8,Territory_45,5,51.7,258.5,51.7,258.5
27-NOV-12,Product_126,Customer_913,Channel_4,Territory_65,2,239,478,239,478
18-OCT-12,Product_19,Customer_1347,Channel_8,Territory_45,15,87,1305,87,1305
07-AUG-12,Product_30,Customer_47,Channel_4,Territory_23,32,86.8,2777.6,54.25,1736
06-SEP-12,Product_126,Customer_1243,Channel_4,Territory_65,2,239,478,239,478
09-JUL-12,Product_30,Customer_1205,Channel_4,Territory_17,16,86.8,1388.8,54.25,868
09-AUG-12,Product_107,Customer_865,Channel_4,Territory_108,44,340,14960,30.91,1360.04
29-AUG-12,Product_16,Customer_755,Channel_7,Territory_32,70,52.9,3703,37.79,2645.3
21-DEC-12,Product_45,Customer_1761,Channel_4,Territory_97,6,64,384,42.67,256.02
